"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Trial"
"1754","20","17","Female","Male",21,20,"Stim\r22y02g34b05.jpeg","Stim\r21y24g16b04.jpeg",22,21,2,24,34,16,5,4,2,-4,-1,0,0,1,1,1.262,1.406,2.073,0,2,"rød","20_17","20_2","17_2",-1,0,1,0,"Left_lead","Female","Male","surrender",17
"1758","20","17","Female","Male",21,20,"Stim\r21y03g15b37.jpeg","Stim\r22y02g34b05.jpeg",21,22,3,2,15,34,37,5,-2,4,1,0,0,1,1,1.406,2.639,1.357,0,2,"rød","20_17","20_2","17_2",1,1,0,1,"Left_lead","Female","Male","surrender",21
"1766","20","17","Female","Male",21,20,"Stim\r04y39g24b15.jpeg","Stim\r12y09g30b18.jpeg",4,12,39,9,24,30,15,18,2,-3,-1,0,1,0,0,1.568,2.347,0.945,0,2,"blå","20_17","20_2","17_2",3,0,1,0,"Left_lead","Female","Male","surrender",29
"1770","20","17","Female","Male",21,20,"Stim\r14y08g21b39.jpeg","Stim\r15y17g24b30.jpeg",14,15,8,17,21,24,39,30,-3,3,0,1,1,0,0,1.816,5.398,0,3.771,2,"blå","20_17","20_2","17_2",-9,1,0,1,"Right_lead","Male","Female","stick",33
"1771","20","17","Female","Male",21,20,"Stim\r03y06g12b09.jpeg","Stim\r04y28g27b06.jpeg",3,4,6,28,12,27,9,6,2,-2,0,1,0,1,0,1.467,1.504,0,1.12,2,"blå","20_17","20_2","17_2",-3,0,1,1,"Right_lead","Male","Female","surrender",34
"1773","20","17","Female","Male",21,20,"Stim\r08y12g20b03.jpeg","Stim\r17y20g40b07.jpeg",8,17,12,20,20,40,3,7,-3,4,0,1,0,1,1,1.549,1.189,0,0.802,2,"blå","20_17","20_2","17_2",4,1,0,1,"Right_lead","Male","Female","stick",36
"1776","20","17","Female","Male",21,20,"Stim\r21y01g04b27.jpeg","Stim\r14y12g04b29.jpeg",21,14,1,12,4,4,27,29,3,-4,-1,0,1,0,0,2.018,2.047,1.862,0,2,"blå","20_17","20_2","17_2",2,0,1,0,"Left_lead","Female","Male","surrender",39
"1782","20","17","Female","Male",21,20,"Stim\r02y10g14b11.jpeg","Stim\r21y31g06b08.jpeg",2,21,10,31,14,6,11,8,-2,2,1,0,1,0,0,1.27,1.149,1.361,0,2,"blå","20_17","20_2","17_2",-3,1,0,1,"Left_lead","Female","Male","surrender",45
"1783","20","17","Female","Male",21,20,"Stim\r05y28g23b30.jpeg","Stim\r14y12g04b29.jpeg",5,14,28,12,23,4,30,29,3,-2,1,0,0,1,0,1.269,1.531,1.846,0,2,"blå","20_17","20_2","17_2",-1,0,1,1,"Left_lead","Female","Male","stick",46
"1785","20","17","Female","Male",21,20,"Stim\r10y03g03b07.jpeg","Stim\r16y21g04b04.jpeg",10,16,3,21,3,4,7,4,1,-4,0,-1,0,1,1,2.39,1.302,0,0.939,2,"blå","20_17","20_2","17_2",-3,0,1,0,"Right_lead","Male","Female","stick",48
"1786","20","17","Female","Male",21,20,"Stim\r13y33g08b23.jpeg","Stim\r10y37g07b02.jpeg",13,10,33,37,8,7,23,2,-1,4,0,1,0,1,1,1.569,1.676,0,0.734,2,"gul","20_17","20_2","17_2",4,1,0,1,"Right_lead","Male","Female","stick",49
"1789","20","17","Female","Male",21,20,"Stim\r10y13g07b36.jpeg","Stim\r17y22g16b15.jpeg",10,17,13,22,7,16,36,15,-2,2,1,0,0,1,1,1.168,2.415,2.447,0,2,"gul","20_17","20_2","17_2",9,1,0,1,"Left_lead","Female","Male","surrender",52
"1791","20","17","Female","Male",21,20,"Stim\r14y10g15b15.jpeg","Stim\r11y14g08b23.jpeg",14,11,10,14,15,8,15,23,-2,4,1,0,0,1,1,1.48,1.082,1.459,0,2,"gul","20_17","20_2","17_2",4,1,0,1,"Left_lead","Female","Male","surrender",54
"1796","20","17","Female","Male",21,20,"Stim\r09y15g18b07.jpeg","Stim\r12y12g14b26.jpeg",9,12,15,12,18,14,7,26,3,-4,-1,0,0,1,1,1.711,1.408,2.298,0,2,"gul","20_17","20_2","17_2",-3,0,1,0,"Left_lead","Female","Male","surrender",59
"1799","20","17","Female","Male",21,20,"Stim\r17y11g38b07.jpeg","Stim\r11y10g06b19.jpeg",17,11,11,10,38,6,7,19,2,-4,0,-1,0,1,1,3.511,1.157,0,0.871,2,"gul","20_17","20_2","17_2",-1,0,1,0,"Right_lead","Male","Female","stick",62
"1806","20","17","Female","Male",21,20,"Stim\r09y06g26b32.jpeg","Stim\r12y09g30b18.jpeg",9,12,6,9,26,30,32,18,-1,4,1,0,0,1,1,2.205,1.435,1.143,0,2,"gul","20_17","20_2","17_2",3,1,0,1,"Left_lead","Female","Male","surrender",69
"1809","20","17","Female","Male",21,20,"Stim\r06y36g16b14.jpeg","Stim\r04y39g24b15.jpeg",6,4,36,39,16,24,14,15,-2,4,1,0,0,1,1,1.309,1.123,1.33,0,2,"gul","20_17","20_2","17_2",3,1,0,1,"Left_lead","Female","Male","surrender",72
"1811","20","17","Female","Male",21,20,"Stim\r18y19g14b27.jpeg","Stim\r14y10g15b15.jpeg",18,14,19,10,14,15,27,15,-2,4,1,0,0,1,1,2.614,1.139,1.2,0,2,"grøn","20_17","20_2","17_2",1,1,0,1,"Left_lead","Female","Male","surrender",74
"1813","20","17","Female","Male",21,20,"Stim\r14y08g21b39.jpeg","Stim\r12y09g30b18.jpeg",14,12,8,9,21,30,39,18,-2,2,0,-1,0,1,0,1.088,2.241,0,5.797,2,"grøn","20_17","20_2","17_2",9,1,0,0,"Right_lead","Male","Female","surrender",76
"1823","20","17","Female","Male",21,20,"Stim\r11y10g06b19.jpeg","Stim\r05y09g02b34.jpeg",11,5,10,9,6,2,19,34,1,-4,0,-1,0,1,1,1.985,1.312,0,0.79,2,"grøn","20_17","20_2","17_2",-4,0,1,0,"Right_lead","Male","Female","stick",86
"1824","20","17","Female","Male",21,20,"Stim\r14y10g15b15.jpeg","Stim\r02y10g14b11.jpeg",14,2,10,10,15,14,15,11,-2,4,0,1,1,0,0,2.624,1.351,0,0.669,2,"grøn","20_17","20_2","17_2",-1,1,0,1,"Right_lead","Male","Female","stick",87
"1835","20","18","Female","Female",21,21,"Stim\r13y21g23b09.jpeg","Stim\r15y17g24b30.jpeg",13,15,21,17,23,24,9,30,3,-3,0,-1,1,0,0,2.096,2.376,0,8.138,1,"rød","20_18","20_1","18_1",2,0,1,0,"Right_lead","Female","Female","stick",2
"1836","20","18","Female","Female",21,21,"Stim\r18y13g28b06.jpeg","Stim\r14y12g04b29.jpeg",18,14,13,12,28,4,6,29,-3,2,0,-1,1,0,1,2.478,5.861,0,4.408,1,"rød","20_18","20_1","18_1",-4,1,0,0,"Right_lead","Female","Female","surrender",3
"1837","20","18","Female","Female",21,21,"Stim\r11y10g06b19.jpeg","Stim\r13y21g23b09.jpeg",11,13,10,21,6,23,19,9,-2,3,1,0,0,1,1,3.32,2.933,6.079,0,1,"rød","20_18","20_1","18_1",2,1,0,1,"Left_lead","Female","Female","surrender",4
"1841","20","18","Female","Female",21,21,"Stim\r22y23g20b06.jpeg","Stim\r19y10g06b15.jpeg",22,19,23,10,20,6,6,15,2,-3,-1,0,0,1,1,2.754,1.245,2.82,0,1,"rød","20_18","20_1","18_1",-3,0,1,0,"Left_lead","Female","Female","surrender",8
"1843","20","18","Female","Female",21,21,"Stim\r12y07g16b25.jpeg","Stim\r11y13g22b35.jpeg",12,11,7,13,16,22,25,35,-2,2,-1,0,1,0,1,2.504,1.968,5.399,0,1,"rød","20_18","20_1","18_1",-1,1,0,0,"Left_lead","Female","Female","stick",10
"1846","20","18","Female","Female",21,21,"Stim\r12y12g14b26.jpeg","Stim\r03y06g12b09.jpeg",12,3,12,6,14,12,26,9,-1,1,1,0,1,0,0,2.565,1.972,3.64,0,1,"rød","20_18","20_1","18_1",-9,1,0,1,"Left_lead","Female","Female","surrender",13
"1849","20","18","Female","Female",21,21,"Stim\r10y03g03b07.jpeg","Stim\r11y26g25b38.jpeg",10,11,3,26,3,25,7,38,-2,2,-1,0,0,1,0,2.002,1.666,3.982,0,1,"rød","20_18","20_1","18_1",1,1,0,0,"Left_lead","Female","Female","stick",16
"1851","20","18","Female","Female",21,21,"Stim\r04y28g27b06.jpeg","Stim\r03y06g12b09.jpeg",4,3,28,6,27,12,6,9,-1,2,1,0,1,0,0,2.86,1.971,2.363,0,1,"rød","20_18","20_1","18_1",-1,1,0,1,"Left_lead","Female","Female","surrender",18
"1852","20","18","Female","Female",21,21,"Stim\r18y19g14b27.jpeg","Stim\r11y13g22b35.jpeg",18,11,19,13,14,22,27,35,1,-2,0,1,0,1,0,1.715,2.104,0,3.269,1,"rød","20_18","20_1","18_1",-7,0,1,1,"Right_lead","Female","Female","surrender",19
"1856","20","18","Female","Female",21,21,"Stim\r10y13g07b36.jpeg","Stim\r14y10g15b15.jpeg",10,14,13,10,7,15,36,15,2,-2,1,0,1,0,1,1.535,1.182,3.823,0,1,"rød","20_18","20_1","18_1",4,0,1,1,"Left_lead","Female","Female","stick",23
"1857","20","18","Female","Female",21,21,"Stim\r03y11g01b26.jpeg","Stim\r05y40g33b16.jpeg",3,5,11,40,1,33,26,16,-1,2,1,0,0,1,1,1.844,1.404,1.694,0,1,"rød","20_18","20_1","18_1",2,1,0,1,"Left_lead","Female","Female","surrender",24
"1858","20","18","Female","Female",21,21,"Stim\r05y28g23b30.jpeg","Stim\r04y28g27b06.jpeg",5,4,28,28,23,27,30,6,-1,3,1,0,1,0,0,1.34,1.886,1.485,0,1,"rød","20_18","20_1","18_1",-1,1,0,1,"Left_lead","Female","Female","surrender",25
"1861","20","18","Female","Female",21,21,"Stim\r11y14g08b23.jpeg","Stim\r09y17g32b21.jpeg",11,9,14,17,8,32,23,21,-2,3,0,1,1,0,0,1.848,1.363,0,3.079,1,"blå","20_18","20_1","18_1",-2,1,0,1,"Right_lead","Female","Female","stick",28
"1867","20","18","Female","Female",21,21,"Stim\r06y36g16b14.jpeg","Stim\r02y10g14b11.jpeg",6,2,36,10,16,14,14,11,-2,2,0,1,1,0,0,2.305,1.703,0,3.018,1,"blå","20_18","20_1","18_1",-3,1,0,1,"Right_lead","Female","Female","stick",34
"1872","20","18","Female","Female",21,21,"Stim\r18y19g14b27.jpeg","Stim\r09y17g32b21.jpeg",18,9,19,17,14,32,27,21,-3,3,0,-1,1,0,1,1.436,1.622,0,3.499,1,"blå","20_18","20_1","18_1",-6,1,0,0,"Right_lead","Female","Female","surrender",39
"1874","20","18","Female","Female",21,21,"Stim\r09y02g05b02.jpeg","Stim\r15y16g12b03.jpeg",9,15,2,16,5,12,2,3,-1,2,0,-1,0,1,0,3.613,3.208,0,4.652,1,"blå","20_18","20_1","18_1",1,1,0,0,"Right_lead","Female","Female","surrender",41
"1877","20","18","Female","Female",21,21,"Stim\r06y19g29b08.jpeg","Stim\r16y21g04b04.jpeg",6,16,19,21,29,4,8,4,-2,2,0,-1,1,0,1,2.266,1.361,0,2.119,1,"blå","20_18","20_1","18_1",-4,1,0,0,"Right_lead","Female","Female","surrender",44
"1884","20","18","Female","Female",21,21,"Stim\r10y13g07b36.jpeg","Stim\r14y12g04b29.jpeg",10,14,13,12,7,4,36,29,-3,2,-1,0,1,0,1,1.413,1.807,2.185,0,1,"gul","20_18","20_1","18_1",-1,1,0,0,"Left_lead","Female","Female","stick",51
"1886","20","18","Female","Female",21,21,"Stim\r07y02g03b06.jpeg","Stim\r03y03g02b05.jpeg",7,3,2,3,3,2,6,5,-1,1,0,-1,0,1,0,2.193,2.141,0,2.996,1,"gul","20_18","20_1","18_1",1,1,0,0,"Right_lead","Female","Female","surrender",53
"1890","20","18","Female","Female",21,21,"Stim\r09y02g05b02.jpeg","Stim\r03y03g02b05.jpeg",9,3,2,3,5,2,2,5,-2,2,0,-1,0,1,0,2.146,2.492,0,1.879,1,"gul","20_18","20_1","18_1",1,1,0,0,"Right_lead","Female","Female","surrender",57
"1897","20","18","Female","Female",21,21,"Stim\r12y07g16b25.jpeg","Stim\r08y09g09b11.jpeg",12,8,7,9,16,9,25,11,-3,4,0,1,0,1,1,1.968,1.416,0,2.996,1,"gul","20_18","20_1","18_1",2,1,0,1,"Right_lead","Female","Female","stick",64
"1898","20","18","Female","Female",21,21,"Stim\r11y10g06b19.jpeg","Stim\r17y11g38b07.jpeg",11,17,10,11,6,38,19,7,-2,3,0,1,0,1,1,1.985,1.279,0,2.072,1,"gul","20_18","20_1","18_1",1,1,0,1,"Right_lead","Female","Female","stick",65
"1899","20","18","Female","Female",21,21,"Stim\r18y13g28b06.jpeg","Stim\r08y09g09b11.jpeg",18,8,13,9,28,9,6,11,-2,2,0,1,1,0,0,1.965,1.262,0,2.103,1,"gul","20_18","20_1","18_1",-4,1,0,1,"Right_lead","Female","Female","stick",66
"1905","20","18","Female","Female",21,21,"Stim\r14y12g04b29.jpeg","Stim\r03y11g01b26.jpeg",14,3,12,11,4,1,29,26,3,-2,1,0,0,1,0,1.214,1.344,3.688,0,1,"gul","20_18","20_1","18_1",-1,0,1,1,"Left_lead","Female","Female","stick",72
"1911","20","18","Female","Female",21,21,"Stim\r09y15g18b07.jpeg","Stim\r21y03g15b37.jpeg",9,21,15,3,18,15,7,37,2,-2,1,0,0,1,0,1.415,1.844,2.541,0,1,"grøn","20_18","20_1","18_1",-3,0,1,1,"Left_lead","Female","Female","stick",78
"1912","20","18","Female","Female",21,21,"Stim\r17y11g38b07.jpeg","Stim\r20y04g39b23.jpeg",17,20,11,4,38,39,7,23,-2,3,1,0,0,1,1,2.6,1.884,2.02,0,1,"grøn","20_18","20_1","18_1",1,1,0,1,"Left_lead","Female","Female","surrender",79
"1920","20","18","Female","Female",21,21,"Stim\r21y03g15b37.jpeg","Stim\r14y20g16b10.jpeg",21,14,3,20,15,16,37,10,3,-2,1,0,1,0,1,1.458,1.27,3.551,0,1,"grøn","20_18","20_1","18_1",1,0,1,1,"Left_lead","Female","Female","stick",87
"1925","20","18","Female","Female",21,21,"Stim\r13y24g05b28.jpeg","Stim\r15y05g12b10.jpeg",13,15,24,5,5,12,28,10,-2,4,1,0,0,1,1,1.867,1.48,1.31,0,1,"grøn","20_18","20_1","18_1",7,1,0,1,"Left_lead","Female","Female","surrender",92
"1926","20","18","Female","Female",21,21,"Stim\r22y23g20b06.jpeg","Stim\r03y06g12b09.jpeg",22,3,23,6,20,12,6,9,-2,4,0,1,1,0,0,1.458,1.49,0,2.161,1,"grøn","20_18","20_1","18_1",-8,1,0,1,"Right_lead","Female","Female","stick",93
"1931","21","23","Male","Male",24,24,"Stim\r07y14g27b22.jpeg","Stim\r08y12g20b03.jpeg",7,8,14,12,27,20,22,3,1,-1,0,1,1,0,1,1.358,2.073,0,2.642,2,"rød","21_23","21_2","23_2",1,0,1,1,"Right_lead","Male","Male","surrender",1
"1936","21","23","Male","Male",24,24,"Stim\r21y31g06b08.jpeg","Stim\r19y10g06b15.jpeg",21,19,31,10,6,6,8,15,-2,3,0,1,1,0,0,2.664,2.177,0,3.595,2,"rød","21_23","21_2","23_2",-2,1,0,1,"Right_lead","Male","Male","stick",6
"1939","21","23","Male","Male",24,24,"Stim\r17y12g19b18.jpeg","Stim\r15y05g12b10.jpeg",17,15,12,5,19,12,18,10,-1,2,0,-1,1,0,1,2.002,1.214,0,2.697,2,"rød","21_23","21_2","23_2",-2,1,0,0,"Right_lead","Male","Male","surrender",9
"1943","21","23","Male","Male",24,24,"Stim\r12y07g07b17.jpeg","Stim\r13y24g05b28.jpeg",12,13,7,24,7,5,17,28,-2,2,-1,0,0,1,0,2,1.796,2.511,0,2,"rød","21_23","21_2","23_2",1,1,0,0,"Left_lead","Male","Male","stick",13
"1952","21","23","Male","Male",24,24,"Stim\r22y02g34b05.jpeg","Stim\r19y10g06b15.jpeg",22,19,2,10,34,6,5,15,1,-1,0,1,0,1,0,2.422,2.801,0,2.077,2,"rød","21_23","21_2","23_2",-3,0,1,1,"Right_lead","Male","Male","surrender",22
"1953","21","23","Male","Male",24,24,"Stim\r15y16g12b03.jpeg","Stim\r19y10g06b15.jpeg",15,19,16,10,12,6,3,15,-1,3,0,1,0,1,1,2.376,3.554,0,1.192,2,"rød","21_23","21_2","23_2",4,1,0,1,"Right_lead","Male","Male","stick",23
"1957","21","23","Male","Male",24,24,"Stim\r17y07g07b24.jpeg","Stim\r07y14g27b22.jpeg",17,7,7,14,7,27,24,22,2,-2,0,1,0,1,0,1.755,1.835,0,1.513,2,"blå","21_23","21_2","23_2",-2,0,1,1,"Right_lead","Male","Male","surrender",27
"1959","21","23","Male","Male",24,24,"Stim\r11y26g25b38.jpeg","Stim\r05y09g02b34.jpeg",11,5,26,9,25,2,38,34,1,-2,-1,0,0,1,1,1.464,2.777,1.759,0,2,"blå","21_23","21_2","23_2",-4,0,1,0,"Left_lead","Male","Male","surrender",29
"1962","21","23","Male","Male",24,24,"Stim\r10y13g07b36.jpeg","Stim\r11y13g22b35.jpeg",10,11,13,13,7,22,36,35,2,-2,0,1,0,1,0,2.534,1.931,0,2.695,2,"blå","21_23","21_2","23_2",-1,0,1,1,"Right_lead","Male","Male","surrender",32
"1965","21","23","Male","Male",24,24,"Stim\r17y11g38b07.jpeg","Stim\r04y39g24b15.jpeg",17,4,11,39,38,24,7,15,1,-1,0,1,1,0,1,1.131,1.977,0,2.128,2,"blå","21_23","21_2","23_2",8,0,1,1,"Right_lead","Male","Male","surrender",35
"1969","21","23","Male","Male",24,24,"Stim\r18y19g14b27.jpeg","Stim\r14y12g04b29.jpeg",18,14,19,12,14,4,27,29,2,-1,0,1,1,0,1,1.26,2.336,0,1.494,2,"blå","21_23","21_2","23_2",2,0,1,1,"Right_lead","Male","Male","surrender",39
"1971","21","23","Male","Male",24,24,"Stim\r06y36g16b14.jpeg","Stim\r14y20g16b10.jpeg",6,14,36,20,16,16,14,10,1,-1,0,1,0,1,0,2.576,2.106,0,0.881,2,"blå","21_23","21_2","23_2",-4,0,1,1,"Right_lead","Male","Male","surrender",41
"1973","21","23","Male","Male",24,24,"Stim\r16y09g06b10.jpeg","Stim\r10y03g03b07.jpeg",16,10,9,3,6,3,10,7,-2,2,1,0,1,0,0,1.508,1.104,2.031,0,2,"blå","21_23","21_2","23_2",-3,1,0,1,"Left_lead","Male","Male","surrender",43
"1978","21","23","Male","Male",24,24,"Stim\r21y31g06b08.jpeg","Stim\r07y02g03b06.jpeg",21,7,31,2,6,3,8,6,-1,1,0,1,1,0,0,2.18,1.226,0,1.913,2,"blå","21_23","21_2","23_2",-2,1,0,1,"Right_lead","Male","Male","stick",48
"1979","21","23","Male","Male",24,24,"Stim\r07y02g03b06.jpeg","Stim\r20y04g39b23.jpeg",7,20,2,4,3,39,6,23,-1,1,1,0,0,1,1,3.05,1.329,2.227,0,2,"gul","21_23","21_2","23_2",2,1,0,1,"Left_lead","Male","Male","surrender",49
"1980","21","23","Male","Male",24,24,"Stim\r20y14g02b19.jpeg","Stim\r15y17g24b30.jpeg",20,15,14,17,2,24,19,30,-1,2,1,0,0,1,1,1.53,1.277,1.708,0,2,"gul","21_23","21_2","23_2",3,1,0,1,"Left_lead","Male","Male","surrender",50
"1983","21","23","Male","Male",24,24,"Stim\r03y06g12b09.jpeg","Stim\r09y02g05b02.jpeg",3,9,6,2,12,5,9,2,-2,2,1,0,1,0,0,1.27,1.3,2.709,0,2,"gul","21_23","21_2","23_2",-4,1,0,1,"Left_lead","Male","Male","surrender",53
"1984","21","23","Male","Male",24,24,"Stim\r16y09g06b10.jpeg","Stim\r17y12g19b18.jpeg",16,17,9,12,6,19,10,18,-1,1,0,-1,0,1,0,1.15,1.679,0,1.328,2,"gul","21_23","21_2","23_2",3,1,0,0,"Right_lead","Male","Male","surrender",54
"1986","21","23","Male","Male",24,24,"Stim\r15y16g12b03.jpeg","Stim\r06y19g29b08.jpeg",15,6,16,19,12,29,3,8,-2,1,-1,0,0,1,0,1.278,3.34,1.53,0,2,"gul","21_23","21_2","23_2",3,1,0,0,"Left_lead","Male","Male","stick",56
"1991","21","23","Male","Male",24,24,"Stim\r05y28g23b30.jpeg","Stim\r13y24g05b28.jpeg",5,13,28,24,23,5,30,28,2,-2,-1,0,0,1,1,1.587,1.434,3.641,0,2,"gul","21_23","21_2","23_2",-4,0,1,0,"Left_lead","Male","Male","surrender",61
"1995","21","23","Male","Male",24,24,"Stim\r05y40g33b16.jpeg","Stim\r06y36g16b14.jpeg",5,6,40,36,33,16,16,14,1,-2,-1,0,0,1,1,2.212,2.575,1.328,0,2,"gul","21_23","21_2","23_2",-4,0,1,0,"Left_lead","Male","Male","surrender",65
"1996","21","23","Male","Male",24,24,"Stim\r09y07g06b09.jpeg","Stim\r15y05g12b10.jpeg",9,15,7,5,6,12,9,10,-2,1,-1,0,1,0,1,1.842,1.657,3.293,0,2,"gul","21_23","21_2","23_2",-2,1,0,0,"Left_lead","Male","Male","stick",66
"1997","21","23","Male","Male",24,24,"Stim\r22y23g20b06.jpeg","Stim\r10y27g22b14.jpeg",22,10,23,27,20,22,6,14,-1,1,1,0,0,1,1,1.785,2.948,2.863,0,2,"gul","21_23","21_2","23_2",4,1,0,1,"Left_lead","Male","Male","surrender",67
"1998","21","23","Male","Male",24,24,"Stim\r03y11g01b26.jpeg","Stim\r14y10g15b15.jpeg",3,14,11,10,1,15,26,15,1,-1,-1,0,0,1,1,1.599,1.597,1.812,0,2,"gul","21_23","21_2","23_2",-1,0,1,0,"Left_lead","Male","Male","surrender",68
"1999","21","23","Male","Male",24,24,"Stim\r15y17g24b30.jpeg","Stim\r11y13g22b35.jpeg",15,11,17,13,24,22,30,35,1,-2,0,-1,0,1,1,2.011,2.04,0,1.275,2,"gul","21_23","21_2","23_2",-4,0,1,0,"Right_lead","Male","Male","stick",69
"2003","21","23","Male","Male",24,24,"Stim\r07y06g08b05.jpeg","Stim\r08y23g10b29.jpeg",7,8,6,23,8,10,5,29,-1,2,0,1,0,1,1,1.59,1.969,0,1.275,2,"grøn","21_23","21_2","23_2",2,1,0,1,"Right_lead","Male","Male","stick",73
"2006","21","23","Male","Male",24,24,"Stim\r14y10g15b15.jpeg","Stim\r06y36g16b14.jpeg",14,6,10,36,15,16,15,14,1,-2,0,-1,1,0,0,1.262,1.341,0,1.159,2,"grøn","21_23","21_2","23_2",1,0,1,0,"Right_lead","Male","Male","stick",76
"2010","21","23","Male","Male",24,24,"Stim\r12y09g30b18.jpeg","Stim\r09y17g32b21.jpeg",12,9,9,17,30,32,18,21,-2,3,0,-1,0,1,0,1.506,1.335,0,4.813,2,"grøn","21_23","21_2","23_2",2,1,0,0,"Right_lead","Male","Male","surrender",80
"2013","21","23","Male","Male",24,24,"Stim\r11y10g06b19.jpeg","Stim\r11y14g08b23.jpeg",11,11,10,14,6,8,19,23,-1,2,1,0,0,1,1,1.118,1.53,1.162,0,2,"grøn","21_23","21_2","23_2",2,1,0,1,"Left_lead","Male","Male","surrender",83
"2017","21","23","Male","Male",24,24,"Stim\r09y15g18b07.jpeg","Stim\r10y27g22b14.jpeg",9,10,15,27,18,22,7,14,-2,1,-1,0,0,1,0,1.957,2.867,1.242,0,2,"grøn","21_23","21_2","23_2",4,1,0,0,"Left_lead","Male","Male","stick",87
"2020","21","23","Male","Male",24,24,"Stim\r08y09g09b11.jpeg","Stim\r17y07g07b24.jpeg",8,17,9,7,9,7,11,24,-2,2,1,0,1,0,0,2.629,1.042,1.161,0,2,"grøn","21_23","21_2","23_2",-2,1,0,1,"Left_lead","Male","Male","surrender",90
"2025","21","23","Male","Male",24,24,"Stim\r02y19g24b04.jpeg","Stim\r11y13g22b35.jpeg",2,11,19,13,24,22,4,35,-1,1,1,0,1,0,0,1.121,1.851,2.644,0,2,"grøn","21_23","21_2","23_2",-2,1,0,1,"Left_lead","Male","Male","surrender",95
"2026","21","23","Male","Male",24,24,"Stim\r04y39g24b15.jpeg","Stim\r13y21g23b09.jpeg",4,13,39,21,24,23,15,9,-1,2,1,0,1,0,0,1.153,2.133,1.688,0,2,"grøn","21_23","21_2","23_2",-1,1,0,1,"Left_lead","Male","Male","surrender",96
"2031","21","24","Male","Female",24,25,"Stim\r20y04g39b23.jpeg","Stim\r12y07g07b17.jpeg",20,12,4,7,39,7,23,17,-2,1,0,-1,1,0,1,1.606,2.835,0,8.771,1,"rød","21_24","21_1","24_1",-8,1,0,0,"Right_lead","Female","Male","surrender",5
"2032","21","24","Male","Female",24,25,"Stim\r03y11g01b26.jpeg","Stim\r04y28g27b06.jpeg",3,4,11,28,1,27,26,6,-1,1,1,0,0,1,1,4.306,5.318,10.865,0,1,"rød","21_24","21_1","24_1",1,1,0,1,"Left_lead","Male","Female","surrender",6
"2039","21","24","Male","Female",24,25,"Stim\r04y39g24b15.jpeg","Stim\r10y02g36b05.jpeg",4,10,39,2,24,36,15,5,-1,1,0,-1,0,1,0,2.431,2.576,0,4.714,1,"rød","21_24","21_1","24_1",6,1,0,0,"Right_lead","Female","Male","surrender",13
"2043","21","24","Male","Female",24,25,"Stim\r03y06g12b09.jpeg","Stim\r06y14g31b25.jpeg",3,6,6,14,12,31,9,25,-1,2,1,0,0,1,1,3.989,1.502,3.536,0,1,"rød","21_24","21_1","24_1",3,1,0,1,"Left_lead","Male","Female","surrender",17
"2044","21","24","Male","Female",24,25,"Stim\r14y12g04b29.jpeg","Stim\r17y11g38b07.jpeg",14,17,12,11,4,38,29,7,-1,2,1,0,0,1,1,2.313,1.358,2.826,0,1,"rød","21_24","21_1","24_1",3,1,0,1,"Left_lead","Male","Female","surrender",18
"2046","21","24","Male","Female",24,25,"Stim\r16y21g04b04.jpeg","Stim\r13y24g05b28.jpeg",16,13,21,24,4,5,4,28,-2,2,1,0,1,0,0,2.667,1.847,3.561,0,1,"rød","21_24","21_1","24_1",-3,1,0,1,"Left_lead","Male","Female","surrender",20
"2047","21","24","Male","Female",24,25,"Stim\r10y02g36b05.jpeg","Stim\r14y12g04b29.jpeg",10,14,2,12,36,4,5,29,1,-1,1,0,1,0,1,2.193,4.122,2.849,0,1,"rød","21_24","21_1","24_1",4,0,1,1,"Left_lead","Male","Female","stick",21
"2050","21","24","Male","Female",24,25,"Stim\r04y28g27b06.jpeg","Stim\r08y12g20b03.jpeg",4,8,28,12,27,20,6,3,1,-1,0,1,1,0,1,1.461,2.006,0,2.034,1,"rød","21_24","21_1","24_1",4,0,1,1,"Right_lead","Female","Male","surrender",24
"2053","21","24","Male","Female",24,25,"Stim\r17y07g07b24.jpeg","Stim\r21y01g04b27.jpeg",17,21,7,1,7,4,24,27,2,-2,1,0,1,0,1,1.703,1.982,1.862,0,1,"blå","21_24","21_1","24_1",3,0,1,1,"Left_lead","Male","Female","stick",27
"2057","21","24","Male","Female",24,25,"Stim\r09y07g06b09.jpeg","Stim\r06y19g29b08.jpeg",9,6,7,19,6,29,9,8,-2,1,-1,0,1,0,1,2.079,1.585,2.865,0,1,"blå","21_24","21_1","24_1",-1,1,0,0,"Left_lead","Male","Female","stick",31
"2060","21","24","Male","Female",24,25,"Stim\r13y24g05b28.jpeg","Stim\r17y07g07b24.jpeg",13,17,24,7,5,7,28,24,-1,2,1,0,1,0,0,2.48,1.299,1.845,0,1,"blå","21_24","21_1","24_1",-4,1,0,1,"Left_lead","Male","Female","surrender",34
