"","SubjectID_unique","Trial","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Sensitivity_roll","skill_dif_roll","skill_dif_roll_c","Response_abs","z_Response_abs","conf_dif","conf_dif_c","Side"
"2030","10_2",19,"10","Female",26,"Stim\r09y07g06b09.jpeg","Stim\r11y26g25b38.jpeg",9,11,7,26,6,25,9,38,-1,1,0,1,1.623,1.476,2,"rød","10_9",2,0,1,"Left_lead","Female","Male",1,0.23085142094565,0.952083146178735,-0.0479168538212646,1,-0.99147601653193,0.333333333333333,-0.666666666666667,"left"
"2031","10_2",21,"10","Female",26,"Stim\r10y37g07b02.jpeg","Stim\r12y07g16b25.jpeg",10,12,37,7,7,16,2,25,3,1,1,1,1.15,1.093,2,"rød","10_9",2,1,1,"Left_lead","Female","Male",0,0.239087608087145,0.974012116962022,-0.0259878830379779,3,1.2747548783982,1.5,0.5,"left"
"2032","10_2",22,"10","Female",26,"Stim\r13y21g23b09.jpeg","Stim\r10y07g11b10.jpeg",13,10,21,7,23,11,9,10,1,-1,0,1,1.214,2.696,2,"rød","10_9",-3,1,0,"Left_lead","Female","Male",1,0.254115288576155,0.981911450217747,-0.0180885497822532,1,-0.99147601653193,0.25,-0.75,"left"
"2037","10_2",33,"10","Female",26,"Stim\r06y19g29b08.jpeg","Stim\r17y11g38b07.jpeg",6,17,19,11,29,38,8,7,3,1,0,0,1.108,1.486,2,"blå","10_9",-1,1,1,"Left_lead","Female","Male",0,0.194754621586,0.882775337266416,-0.117224662733584,3,1.2747548783982,1.5,0.5,"left"
"2038","10_2",34,"10","Female",26,"Stim\r13y21g23b09.jpeg","Stim\r07y06g08b05.jpeg",13,7,21,6,23,8,9,5,1,-1,0,1,1.273,1.421,2,"blå","10_9",-4,1,0,"Left_lead","Female","Male",1,0.1714606051277,0.846505476647054,-0.153494523352946,1,-0.99147601653193,0.333333333333333,-0.666666666666667,"left"
"2042","10_2",40,"10","Female",26,"Stim\r20y04g39b23.jpeg","Stim\r21y01g04b27.jpeg",20,21,4,1,39,4,23,27,1,-1,1,0,0.524,1.512,2,"blå","10_9",4,1,0,"Left_lead","Female","Male",1,0.141341764615244,0.867816570669777,-0.132183429330223,1,-0.99147601653193,0.25,-0.75,"left"
"2044","10_2",44,"10","Female",26,"Stim\r14y08g21b39.jpeg","Stim\r11y26g25b38.jpeg",14,11,8,26,21,25,39,38,-1,1,1,0,1.883,1.616,2,"blå","10_9",-1,0,1,"Left_lead","Female","Male",1,0.15706084885506,0.853664034822456,-0.146335965177544,1,-0.99147601653193,0.333333333333333,-0.666666666666667,"left"
"2045","10_2",45,"10","Female",26,"Stim\r17y22g16b15.jpeg","Stim\r17y12g19b18.jpeg",17,17,22,12,16,19,15,18,3,1,1,1,1.002,1.623,2,"blå","10_9",3,1,1,"Left_lead","Female","Male",0,0.15813760811835,0.778073525748284,-0.221926474251716,3,1.2747548783982,1,0,"left"
"2046","10_2",48,"10","Female",26,"Stim\r06y14g31b25.jpeg","Stim\r14y12g04b29.jpeg",6,14,14,12,31,4,25,29,2,-1,1,0,2.763,1.6,2,"blå","10_9",4,1,0,"Left_lead","Female","Male",1,0.16085283600325,0.787256598539748,-0.212743401460252,2,0.141639430933133,0.5,-0.5,"left"
"2050","10_2",62,"10","Female",26,"Stim\r13y33g08b23.jpeg","Stim\r06y36g16b14.jpeg",13,6,33,36,8,16,23,14,2,-1,1,0,1.914,4.147,2,"gul","10_9",3,1,0,"Left_lead","Female","Male",1,0.21332409773135,0.881210649286115,-0.118789350713885,2,0.141639430933133,0.666666666666667,-0.333333333333333,"left"
"2053","10_2",66,"10","Female",26,"Stim\r13y21g23b09.jpeg","Stim\r13y24g05b28.jpeg",13,13,21,24,23,5,9,28,-1,1,0,1,2.051,1.236,2,"gul","10_9",3,0,1,"Left_lead","Female","Male",1,0.23068132845545,1.01330614397319,0.0133061439731901,1,-0.99147601653193,0.5,-0.5,"left"
"2055","10_2",73,"10","Female",26,"Stim\r02y10g14b11.jpeg","Stim\r06y36g16b14.jpeg",2,6,10,36,14,16,11,14,-2,1,0,1,1.805,1.44,2,"grøn","10_9",2,0,1,"Left_lead","Female","Male",1,0.210513500415385,1.01695174782903,0.0169517478290317,2,0.141639430933133,0.666666666666667,-0.333333333333333,"left"
"2056","10_2",76,"10","Female",26,"Stim\r22y35g09b11.jpeg","Stim\r12y07g07b17.jpeg",22,12,35,7,9,7,11,17,-1,1,1,0,1.215,1.429,2,"grøn","10_9",-2,0,1,"Left_lead","Female","Male",1,0.206735410756505,0.99878981332549,-0.00121018667450967,1,-0.99147601653193,0.25,-0.75,"left"
"2059","10_2",85,"10","Female",26,"Stim\r04y28g27b06.jpeg","Stim\r11y26g25b38.jpeg",4,11,28,26,27,25,6,38,-3,1,1,0,1.254,3.465,2,"grøn","10_9",-2,0,1,"Left_lead","Female","Male",1,0.18850324690745,1.07780923739059,0.0778092373905905,3,1.2747548783982,0.75,-0.25,"left"
"2060","10_2",88,"10","Female",26,"Stim\r09y07g06b09.jpeg","Stim\r05y09g02b34.jpeg",9,5,7,9,6,2,9,34,-1,1,1,0,0.979,1.24,2,"grøn","10_9",-4,0,1,"Left_lead","Female","Male",1,0.247443976266,1.07615611179543,0.0761561117954277,1,-0.99147601653193,0.25,-0.75,"left"
"2062","10_2",91,"10","Female",26,"Stim\r04y16g13b13.jpeg","Stim\r21y24g16b04.jpeg",4,21,16,24,13,16,13,4,1,-1,1,0,0.96,2.648,2,"grøn","10_9",3,1,0,"Left_lead","Female","Male",1,0.22640933165194,0.927304706324051,-0.0726952936759491,1,-0.99147601653193,0.5,-0.5,"left"
"2064","10_2",94,"10","Female",26,"Stim\r13y21g23b09.jpeg","Stim\r08y12g20b03.jpeg",13,8,21,12,23,20,9,3,2,1,0,0,1.023,1.238,2,"grøn","10_9",-3,1,1,"Left_lead","Female","Male",0,0.23018284948093,0.914037957591601,-0.0859620424083987,2,0.141639430933133,1,0,"left"
"2065","10_2",96,"10","Female",26,"Stim\r10y07g11b10.jpeg","Stim\r08y12g20b03.jpeg",10,8,7,12,11,20,10,3,3,-1,1,0,1.18,1.373,2,"grøn","10_9",9,1,0,"Left_lead","Female","Male",1,0.22838885853867,0.91395414130146,-0.0860458586985402,3,1.2747548783982,1.5,0.5,"left"
"2066","1_1",11,"1","Male",23,"Stim\r11y26g25b38.jpeg","Stim\r15y16g12b03.jpeg",11,15,26,16,25,12,38,3,-2,-1,0,0,1.473,4.129,1,"rød","3_1",4,0,0,"Right_lead","Male","Male",0,0.197353700439115,0.983362630754471,-0.0166373692455287,2,0.316106376724322,0.666666666666667,-0.333333333333333,"right"
"2067","1_1",12,"1","Male",23,"Stim\r11y14g08b23.jpeg","Stim\r08y23g10b29.jpeg",11,8,14,23,8,10,23,29,1,-1,0,1,1.775,4.168,1,"rød","3_1",-3,1,0,"Right_lead","Male","Male",1,0.20328643749589,0.947895646960831,-0.0521043530391688,1,-1.29954843764443,0.5,-0.5,"right"
"2070","1_1",16,"1","Male",23,"Stim\r07y14g27b22.jpeg","Stim\r09y06g26b32.jpeg",7,9,14,6,27,26,22,32,-2,-1,0,0,1.592,2.427,1,"rød","3_1",2,0,0,"Right_lead","Male","Male",0,0.22931945633019,1.03632189953576,0.0363218995357608,2,0.316106376724322,1,0,"right"
"2074","1_1",21,"1","Male",23,"Stim\r22y35g09b11.jpeg","Stim\r18y19g14b27.jpeg",22,18,35,19,9,14,11,27,2,1,0,0,1.543,2.397,1,"rød","3_1",-4,1,1,"Right_lead","Male","Male",0,0.245243996217972,1.00337860416441,0.00337860416440838,2,0.316106376724322,1,0,"right"
"2079","1_1",27,"1","Male",23,"Stim\r12y09g30b18.jpeg","Stim\r20y14g02b19.jpeg",12,20,9,14,30,2,18,19,-2,1,0,1,1.271,1.764,1,"blå","3_1",1,0,1,"Right_lead","Male","Male",1,0.25706007636978,1.02260699441571,0.0226069944157112,2,0.316106376724322,0.666666666666667,-0.333333333333333,"right"
"2087","1_1",42,"1","Male",23,"Stim\r03y06g12b09.jpeg","Stim\r16y09g06b10.jpeg",3,16,6,9,12,6,9,10,3,-1,1,0,1.38,5.163,1,"blå","3_1",1,1,0,"Right_lead","Male","Male",1,0.165581566626468,1.07574239080578,0.0757423908057786,3,1.93176119109308,3,2,"right"
"2088","1_1",43,"1","Male",23,"Stim\r10y27g22b14.jpeg","Stim\r22y35g09b11.jpeg",10,22,27,35,22,9,14,11,-2,-1,1,1,2.212,4.827,1,"blå","3_1",-3,0,0,"Right_lead","Male","Male",0,0.16560341500695,1.10126933493711,0.101269334937111,2,0.316106376724322,1,0,"right"
"2089","1_1",45,"1","Male",23,"Stim\r10y03g03b07.jpeg","Stim\r08y09g09b11.jpeg",10,8,3,9,3,9,7,11,2,1,1,1,1.491,2.682,1,"blå","3_1",4,1,1,"Right_lead","Male","Male",0,0.194553295449985,1.03830904979789,0.0383090497978891,2,0.316106376724322,2,1,"right"
"2090","1_1",46,"1","Male",23,"Stim\r14y08g21b39.jpeg","Stim\r05y28g23b30.jpeg",14,5,8,28,21,23,39,30,-3,-1,1,1,1.326,2.181,1,"blå","3_1",-9,0,0,"Right_lead","Male","Male",0,0.19753415910775,1.02387302161322,0.0238730216132157,3,1.93176119109308,1.5,0.5,"right"
"2091","1_1",47,"1","Male",23,"Stim\r12y07g16b25.jpeg","Stim\r14y12g04b29.jpeg",12,14,7,12,16,4,25,29,-2,1,0,1,3.545,1.554,1,"blå","3_1",4,0,1,"Right_lead","Male","Male",1,0.19777484285595,1.03487258423331,0.0348725842333135,2,0.316106376724322,0.5,-0.5,"right"
"2096","1_1",59,"1","Male",23,"Stim\r08y23g10b29.jpeg","Stim\r07y14g27b22.jpeg",8,7,23,14,10,27,29,22,-1,1,1,0,1.299,3.06,1,"gul","3_1",-9,0,1,"Right_lead","Male","Male",1,0.186641132683036,1.07457669404173,0.0745766940417312,1,-1.29954843764443,0.5,-0.5,"right"
"2097","1_1",62,"1","Male",23,"Stim\r09y15g18b07.jpeg","Stim\r12y07g07b17.jpeg",9,12,15,7,18,7,7,17,2,1,0,0,2.054,4.292,1,"gul","3_1",-8,1,1,"Right_lead","Male","Male",0,0.21811438908283,1.09251787790581,0.0925178779058129,2,0.316106376724322,1,0,"right"
"2098","1_1",63,"1","Male",23,"Stim\r19y10g06b15.jpeg","Stim\r14y08g21b39.jpeg",19,14,10,8,6,21,15,39,1,-1,0,1,1.874,3.743,1,"gul","3_1",-2,1,0,"Right_lead","Male","Male",1,0.23286887980187,1.05953748412249,0.0595374841224938,1,-1.29954843764443,1,0,"right"
"2104","1_1",80,"1","Male",23,"Stim\r20y14g02b19.jpeg","Stim\r07y02g03b06.jpeg",20,7,14,2,2,3,19,6,2,1,1,1,1.392,3.265,1,"grøn","3_1",1,1,1,"Right_lead","Male","Male",0,0.190822651285185,1.19616303730481,0.196163037304814,2,0.316106376724322,2,1,"right"
"2105","1_1",85,"1","Male",23,"Stim\r09y15g18b07.jpeg","Stim\r03y06g12b09.jpeg",9,3,15,6,18,12,7,9,1,-1,0,1,0.854,1.531,1,"grøn","3_1",-6,1,0,"Right_lead","Male","Male",1,0.174350897089045,0.97724477296676,-0.0227552270332404,1,-1.29954843764443,0.25,-0.75,"right"
"2107","1_1",88,"1","Male",23,"Stim\r19y10g06b15.jpeg","Stim\r10y13g07b36.jpeg",19,10,10,13,6,7,15,36,2,1,1,1,1.201,3.777,1,"grøn","3_1",1,1,1,"Right_lead","Male","Male",0,0.2289873478943,0.946426920485836,-0.0535730795141638,2,0.316106376724322,2,1,"right"
"2108","1_1",89,"1","Male",23,"Stim\r13y33g08b23.jpeg","Stim\r06y36g16b14.jpeg",13,6,33,36,8,16,23,14,1,-1,1,0,2.021,3.893,1,"grøn","3_1",8,1,0,"Right_lead","Male","Male",1,0.237340129515425,0.981792499111832,-0.0182075008881676,1,-1.29954843764443,1,0,"right"
"2109","1_1",90,"1","Male",23,"Stim\r16y21g04b04.jpeg","Stim\r11y10g06b19.jpeg",16,11,21,10,4,6,4,19,2,-1,1,0,1.25,3.656,1,"grøn","3_1",2,1,0,"Right_lead","Male","Male",1,0.2483849973289,0.967736361159632,-0.0322636388403675,2,0.316106376724322,1,0,"right"
"2114","1_2",22,"1","Male",23,"Stim\r20y04g39b23.jpeg","Stim\r14y10g15b15.jpeg",20,14,4,10,39,15,23,15,3,1,0,0,1.971,2.794,2,"rød","4_1",-6,1,1,"Right_lead","Male","Female",0,0.25866762250703,0.993862823959648,-0.00613717604035158,3,0.92951600308978,3,2,"right"
"2118","1_2",38,"1","Male",23,"Stim\r13y33g08b23.jpeg","Stim\r03y11g01b26.jpeg",13,3,33,11,8,1,23,26,-3,1,0,1,2.593,2.376,2,"blå","4_1",3,0,1,"Right_lead","Male","Female",1,0.14983107691372,0.942642870698209,-0.0573571293017913,3,0.92951600308978,1.5,0.5,"right"
"2121","1_2",46,"1","Male",23,"Stim\r22y23g20b06.jpeg","Stim\r16y09g06b10.jpeg",22,16,23,9,20,6,6,10,-3,-1,0,0,2.115,2.215,2,"blå","4_1",4,0,0,"Right_lead","Male","Female",0,0.207357899527812,0.954995358892418,-0.0450046411075818,3,0.92951600308978,3,2,"right"
"2123","1_2",56,"1","Male",23,"Stim\r09y17g32b21.jpeg","Stim\r13y21g23b09.jpeg",9,13,17,21,32,23,21,9,3,-1,1,0,1.472,1.642,2,"gul","4_1",4,1,0,"Right_lead","Male","Female",1,0.181485100319325,1.04240326439086,0.0424032643908603,3,0.92951600308978,0.75,-0.25,"right"
"2128","1_2",71,"1","Male",23,"Stim\r04y16g13b13.jpeg","Stim\r17y20g40b07.jpeg",4,17,16,20,13,40,13,7,3,1,1,1,1.409,2.149,2,"gul","4_1",4,1,1,"Right_lead","Male","Female",0,0.223053412804575,1.01455607855496,0.0145560785549563,3,0.92951600308978,3,2,"right"
"2132","1_2",79,"1","Male",23,"Stim\r21y24g16b04.jpeg","Stim\r09y15g18b07.jpeg",21,9,24,15,16,18,4,7,-2,1,0,1,4.692,2.5,2,"grøn","4_1",2,0,1,"Right_lead","Male","Female",1,0.189477891250935,0.969814930177885,-0.0301850698221153,2,-0.619677335393187,1,0,"right"
"2135","1_2",92,"1","Male",23,"Stim\r12y12g14b26.jpeg","Stim\r11y14g08b23.jpeg",12,11,12,14,14,8,26,23,1,-1,0,1,2.695,2.127,2,"grøn","4_1",-6,1,0,"Right_lead","Male","Female",1,0.2478984315514,0.967475642383473,-0.0325243576165274,1,-2.16887067387615,0.5,-0.5,"right"
"2137","11_1",10,"11","Male",23,"Stim\r01y27g01b01.jpeg","Stim\r04y39g24b15.jpeg",1,4,27,39,1,24,1,15,2,1,1,1,2.235,5.264,1,"rød","9_11",3,1,1,"Right_lead","Male","Male",0,0.22713511477468,1.02210602633889,0.0221060263388908,2,-0.952500952501429,0.666666666666667,-0.333333333333333,"right"
"2139","11_1",17,"11","Male",23,"Stim\r02y19g24b04.jpeg","Stim\r04y39g24b15.jpeg",2,4,19,39,24,24,4,15,3,1,1,1,1.789,1.975,1,"rød","9_11",2,1,1,"Right_lead","Male","Male",0,0.242956620293375,1.13907198957296,0.139071989572963,3,0.0317500317500476,0.75,-0.25,"right"
"2140","11_1",20,"11","Male",23,"Stim\r21y31g06b08.jpeg","Stim\r17y11g38b07.jpeg",21,17,31,11,6,38,8,7,4,1,0,0,1.369,1.548,1,"rød","9_11",-4,1,1,"Right_lead","Male","Male",0,0.236596692042315,1.07958656085518,0.0795865608551798,4,1.01600101600152,1,0,"right"
"2142","11_1",24,"11","Male",23,"Stim\r10y37g07b02.jpeg","Stim\r06y14g31b25.jpeg",10,6,37,14,7,31,2,25,-3,-1,1,1,1.457,1.214,1,"rød","9_11",-4,0,0,"Right_lead","Male","Male",0,0.26319956410983,1.00723430282498,0.00723430282497572,3,0.0317500317500476,0.75,-0.25,"right"
"2145","11_1",30,"11","Male",23,"Stim\r10y02g36b05.jpeg","Stim\r04y28g27b06.jpeg",10,4,2,28,36,27,5,6,-2,1,0,1,1.769,2.152,1,"blå","9_11",1,0,1,"Right_lead","Male","Male",1,0.24382676070245,0.9861671063419,-0.0138328936580998,2,-0.952500952501429,0.5,-0.5,"right"
"2146","11_1",32,"11","Male",23,"Stim\r04y16g13b13.jpeg","Stim\r15y05g12b10.jpeg",4,15,16,5,13,12,13,10,3,1,0,0,1.578,1.263,1,"blå","9_11",-3,1,1,"Right_lead","Male","Male",0,0.23208311881745,0.961085816587501,-0.0389141834124986,3,0.0317500317500476,1,0,"right"
"2147","11_1",33,"11","Male",23,"Stim\r06y14g31b25.jpeg","Stim\r13y24g05b28.jpeg",6,13,14,24,31,5,25,28,-2,-1,0,0,1.571,1.912,1,"blå","9_11",3,0,0,"Right_lead","Male","Male",0,0.2228952196821,0.980012689384171,-0.0199873106158287,2,-0.952500952501429,0.666666666666667,-0.333333333333333,"right"
"2149","11_1",37,"11","Male",23,"Stim\r16y21g04b04.jpeg","Stim\r17y11g38b07.jpeg",16,17,21,11,4,38,4,7,-3,-1,0,0,1.399,1.181,1,"blå","9_11",3,0,0,"Right_lead","Male","Male",0,0.164010240803951,1.07883672196717,0.0788367219671722,3,0.0317500317500476,0.75,-0.25,"right"
"2150","11_1",39,"11","Male",23,"Stim\r22y35g09b11.jpeg","Stim\r09y07g06b09.jpeg",22,9,35,7,9,6,11,9,1,-1,0,1,2.556,3.192,1,"blå","9_11",-2,1,0,"Right_lead","Male","Male",1,0.1530150836647,1.04942631388079,0.0494263138807884,1,-1.93675193675291,0.5,-0.5,"right"
"2151","11_1",43,"11","Male",23,"Stim\r11y14g08b23.jpeg","Stim\r09y17g32b21.jpeg",11,9,14,17,8,32,23,21,-2,-1,1,1,2.581,1.68,1,"blå","9_11",-2,0,0,"Right_lead","Male","Male",0,0.163951997546335,1.09765709682633,0.0976570968263257,2,-0.952500952501429,1,0,"right"
"2152","11_1",45,"11","Male",23,"Stim\r21y24g16b04.jpeg","Stim\r21y31g06b08.jpeg",21,21,24,31,16,6,4,8,-1,-1,0,0,1.78,1.811,1,"blå","9_11",4,0,0,"Right_lead","Male","Male",0,0.188865233262165,1.07086324138162,0.0708632413816215,1,-1.93675193675291,0.25,-0.75,"right"
"2155","11_1",57,"11","Male",23,"Stim\r15y17g24b30.jpeg","Stim\r19y15g35b05.jpeg",15,19,17,15,24,35,30,5,4,1,0,0,2.086,1.501,1,"gul","9_11",-2,1,1,"Right_lead","Male","Male",0,0.16930231700114,0.971607047646589,-0.0283929523534112,4,1.01600101600152,1,0,"right"
"2158","11_1",60,"11","Male",23,"Stim\r19y15g35b05.jpeg","Stim\r12y12g14b26.jpeg",19,12,15,12,35,14,5,26,4,1,0,0,1.753,1.411,1,"gul","9_11",-3,1,1,"Right_lead","Male","Male",0,0.187379910525555,0.966731459091175,-0.033268540908825,4,1.01600101600152,2,1,"right"
"2161","11_1",66,"11","Male",23,"Stim\r02y19g24b04.jpeg","Stim\r19y15g35b05.jpeg",2,19,19,15,24,35,4,5,4,1,0,0,1.48,2.158,1,"gul","9_11",-4,1,1,"Right_lead","Male","Male",0,0.22032054205,1.08092908350537,0.0809290835053695,4,1.01600101600152,1.33333333333333,0.333333333333333,"right"
"2162","11_1",73,"11","Male",23,"Stim\r09y17g32b21.jpeg","Stim\r07y14g27b22.jpeg",9,7,17,14,32,27,21,22,4,1,0,0,1.183,1.126,1,"gul","9_11",-3,1,1,"Right_lead","Male","Male",0,0.20714484938718,1.03856902239977,0.0385690223997659,4,1.01600101600152,1.33333333333333,0.333333333333333,"right"
"2163","11_1",85,"11","Male",23,"Stim\r17y12g19b18.jpeg","Stim\r21y24g16b04.jpeg",17,21,12,24,19,16,18,4,-4,-1,1,1,1.803,1.278,1,"grøn","9_11",-3,0,0,"Right_lead","Male","Male",0,0.176123672456825,0.94041266867709,-0.0595873313229103,4,1.01600101600152,1.33333333333333,0.333333333333333,"right"
"2164","11_1",87,"11","Male",23,"Stim\r06y14g31b25.jpeg","Stim\r07y14g27b22.jpeg",6,7,14,14,31,27,25,22,-4,-1,1,1,1.881,2.423,1,"grøn","9_11",-4,0,0,"Right_lead","Male","Male",0,0.230617614422831,0.911202678418468,-0.0887973215815322,4,1.01600101600152,1,0,"right"
"2166","11_1",90,"11","Male",23,"Stim\r06y19g29b08.jpeg","Stim\r05y40g33b16.jpeg",6,5,19,40,29,33,8,16,-4,-1,0,0,1.683,1.174,1,"grøn","9_11",4,0,0,"Right_lead","Male","Male",0,0.268489886024455,0.978885971074665,-0.0211140289253346,4,1.01600101600152,1,0,"right"
"2167","11_1",93,"11","Male",23,"Stim\r11y14g08b23.jpeg","Stim\r13y24g05b28.jpeg",11,13,14,24,8,5,23,28,4,-1,0,1,1.005,1.014,1,"grøn","9_11",-3,1,0,"Right_lead","Male","Male",1,0.2614539569515,1.18536902469403,0.185369024694029,4,1.01600101600152,1,0,"right"
"2169","11_2",14,"11","Male",23,"Stim\r10y07g11b10.jpeg","Stim\r14y10g15b15.jpeg",10,14,7,10,11,15,10,15,4,1,1,1,1.318,1.437,2,"rød","12_11",4,1,1,"Right_lead","Male","Female",0,0.2187131878394,0.972624793763982,-0.0273752062360177,4,0.440170421541475,4,3,"right"
"2173","11_2",23,"11","Male",23,"Stim\r06y19g29b08.jpeg","Stim\r05y28g23b30.jpeg",6,5,19,28,29,23,8,30,-4,-1,1,1,1.56,2.498,2,"rød","12_11",-1,0,0,"Right_lead","Male","Female",0,0.257581949826915,0.991091718322031,-0.0089082816779692,4,0.440170421541475,2,1,"right"
"2174","11_2",27,"11","Male",23,"Stim\r20y14g02b19.jpeg","Stim\r04y39g24b15.jpeg",20,4,14,39,2,24,19,15,-4,1,1,0,1.229,2.282,2,"blå","12_11",-4,0,1,"Right_lead","Male","Female",1,0.25676623119657,0.992438875035353,-0.00756112496464723,4,0.440170421541475,1,0,"right"
"2175","11_2",28,"11","Male",23,"Stim\r10y13g07b36.jpeg","Stim\r15y17g24b30.jpeg",10,15,13,17,7,24,36,30,-4,-1,1,1,1.233,1.405,2,"blå","12_11",-6,0,0,"Right_lead","Male","Female",0,0.251255422890339,0.990490337849683,-0.00950966215031734,4,0.440170421541475,1.33333333333333,0.333333333333333,"right"
"2178","11_2",30,"11","Male",23,"Stim\r22y23g20b06.jpeg","Stim\r16y21g04b04.jpeg",22,16,23,21,20,4,6,4,-3,1,1,0,1.701,2.231,2,"blå","12_11",-2,0,1,"Right_lead","Male","Female",1,0.24255427260125,0.976542790120396,-0.0234572098796043,3,-1.32051126462443,3,2,"right"
"2180","11_2",37,"11","Male",23,"Stim\r11y10g06b19.jpeg","Stim\r05y40g33b16.jpeg",11,5,10,40,6,33,19,16,-4,-1,1,1,1.873,1.431,2,"blå","12_11",-3,0,0,"Right_lead","Male","Female",0,0.162860578566463,0.916005107632826,-0.0839948923671737,4,0.440170421541475,4,3,"right"
"2181","11_2",38,"11","Male",23,"Stim\r17y07g07b24.jpeg","Stim\r12y07g16b25.jpeg",17,12,7,7,7,16,24,25,4,1,1,1,1.661,1.679,2,"blå","12_11",1,1,1,"Right_lead","Male","Female",0,0.151149341980335,0.936640916928052,-0.0633590830719485,4,0.440170421541475,2,1,"right"
"2182","11_2",41,"11","Male",23,"Stim\r17y11g38b07.jpeg","Stim\r10y02g36b05.jpeg",17,10,11,2,38,36,7,5,-4,-1,1,1,2.861,1.161,2,"blå","12_11",-2,0,0,"Right_lead","Male","Female",0,0.160735986038831,0.960611993418907,-0.0393880065810926,4,0.440170421541475,4,3,"right"
"2183","11_2",47,"11","Male",23,"Stim\r06y14g31b25.jpeg","Stim\r14y12g04b29.jpeg",6,14,14,12,31,4,25,29,4,1,1,1,2.465,1.378,2,"blå","12_11",4,1,1,"Right_lead","Male","Female",0,0.19480237342295,1.17327440047554,0.173274400475535,4,0.440170421541475,4,3,"right"
"2184","11_2",48,"11","Male",23,"Stim\r11y14g08b23.jpeg","Stim\r11y10g06b19.jpeg",11,11,14,10,8,6,23,19,-4,-1,1,1,1.224,1.199,2,"blå","12_11",-4,0,0,"Right_lead","Male","Female",0,0.19155610348223,1.17387903833632,0.173879038336319,4,0.440170421541475,4,3,"right"
"2185","11_2",49,"11","Male",23,"Stim\r07y02g03b06.jpeg","Stim\r19y10g06b15.jpeg",7,19,2,10,3,6,6,15,-4,1,0,1,2.096,1.16,2,"gul","12_11",8,0,1,"Right_lead","Male","Female",1,0.19359385019805,1.2390224839933,0.239022483993304,4,0.440170421541475,1,0,"right"
"2186","11_2",51,"11","Male",23,"Stim\r21y31g06b08.jpeg","Stim\r10y27g22b14.jpeg",21,10,31,27,6,22,8,14,-4,1,1,0,2.019,1.181,2,"gul","12_11",-4,0,1,"Right_lead","Male","Female",1,0.1930614067691,1.2588077514903,0.258807751490301,4,0.440170421541475,2,1,"right"
"2187","11_2",57,"11","Male",23,"Stim\r14y10g15b15.jpeg","Stim\r10y07g11b10.jpeg",14,10,10,7,15,11,15,10,4,1,0,0,2.097,1.147,2,"gul","12_11",-3,1,1,"Right_lead","Male","Female",0,0.17107385143202,1.08893821096612,0.0889382109661243,4,0.440170421541475,4,3,"right"
"2190","11_2",73,"11","Male",23,"Stim\r21y31g06b08.jpeg","Stim\r10y37g07b02.jpeg",21,10,31,37,6,7,8,2,-4,-1,0,0,2.978,1.114,2,"grøn","12_11",1,0,0,"Right_lead","Male","Female",0,0.206946465946738,0.996803371310345,-0.00319662868965453,4,0.440170421541475,4,3,"right"
"2191","11_2",74,"11","Male",23,"Stim\r07y06g08b05.jpeg","Stim\r09y02g05b02.jpeg",7,9,6,2,8,5,5,2,4,1,0,0,1.948,1.955,2,"grøn","12_11",-3,1,1,"Right_lead","Male","Female",0,0.201648741676568,1.00214956103606,0.00214956103605557,4,0.440170421541475,4,3,"right"
"2194","11_2",79,"11","Male",23,"Stim\r11y13g22b35.jpeg","Stim\r04y16g13b13.jpeg",11,4,13,16,22,13,35,13,2,1,0,0,1.747,2.783,2,"grøn","12_11",-9,1,1,"Right_lead","Male","Female",0,0.19049169081521,0.984778145988926,-0.015221854011074,2,-3.08119295079033,1,0,"right"
"2196","11_2",83,"11","Male",23,"Stim\r22y35g09b11.jpeg","Stim\r10y37g07b02.jpeg",22,10,35,37,9,7,11,2,2,1,0,0,1.859,1.401,2,"grøn","12_11",-2,1,1,"Right_lead","Male","Female",0,0.1802224487798,0.849441255556364,-0.150558744443636,2,-3.08119295079033,2,1,"right"
"2198","11_2",89,"11","Male",23,"Stim\r17y22g16b15.jpeg","Stim\r22y23g20b06.jpeg",17,22,22,23,16,20,15,6,-3,-1,0,0,1.69,1.299,2,"grøn","12_11",4,0,0,"Right_lead","Male","Female",0,0.251158319798685,1.11986842376419,0.119868423764186,3,-1.32051126462443,3,2,"right"
"2199","11_2",95,"11","Male",23,"Stim\r11y26g25b38.jpeg","Stim\r04y39g24b15.jpeg",11,4,26,39,25,24,38,15,4,1,0,0,1.633,1.094,2,"grøn","12_11",-1,1,1,"Right_lead","Male","Female",0,0.267889473589095,1.03374691257018,0.0337469125701837,4,0.440170421541475,4,3,"right"
"2204","12_1",19,"12","Female",24,"Stim\r06y19g29b08.jpeg","Stim\r05y09g02b34.jpeg",6,5,19,9,29,2,8,34,-2,-1,1,1,2.853,6.282,1,"rød","10_12",-1,0,0,"Right_lead","Female","Female",0,0.2382233446047,1.07153595328891,0.0715359532889106,2,0.0793884186037444,2,1,"right"
