"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior"
"3639","37","40","Male","Female",21,26,"Stim\r11y10g06b19.jpeg","Stim\r17y12g19b18.jpeg",11,17,10,12,6,19,19,18,2,2,0,0,1,1,0,1.858,5.321,0,0,1,"gul","37_40","37_1","40_1",2,1,1,NA,"Agree",NA,NA,NA
"3640","37","40","Male","Female",21,26,"Stim\r10y07g11b10.jpeg","Stim\r16y09g06b10.jpeg",10,16,7,9,11,6,10,10,2,-3,1,0,1,0,1,1.353,1.631,3.924,0,1,"gul","37_40","37_1","40_1",2,0,1,1,"Left_lead","Male","Female","stick"
"3641","37","40","Male","Female",21,26,"Stim\r22y23g20b06.jpeg","Stim\r21y24g16b04.jpeg",22,21,23,24,20,16,6,4,-2,-3,0,0,0,0,0,3.018,1.664,0,0,1,"gul","37_40","37_1","40_1",1,0,0,NA,"Agree",NA,NA,NA
"3642","37","40","Male","Female",21,26,"Stim\r04y39g24b15.jpeg","Stim\r06y36g16b14.jpeg",4,6,39,36,24,16,15,14,-2,-4,0,0,1,1,0,2.122,1.953,0,0,1,"gul","37_40","37_1","40_1",-3,0,0,NA,"Agree",NA,NA,NA
"3643","37","40","Male","Female",21,26,"Stim\r21y31g06b08.jpeg","Stim\r01y27g01b01.jpeg",21,1,31,27,6,1,8,1,3,4,0,0,0,0,0,1.597,1.544,0,0,1,"gul","37_40","37_1","40_1",-4,1,1,NA,"Agree",NA,NA,NA
"3644","37","40","Male","Female",21,26,"Stim\r07y14g27b22.jpeg","Stim\r15y17g24b30.jpeg",7,15,14,17,27,24,22,30,-2,-2,0,0,1,1,0,1.372,1.335,0,0,1,"grøn","37_40","37_1","40_1",-3,0,0,NA,"Agree",NA,NA,NA
"3645","37","40","Male","Female",21,26,"Stim\r10y37g07b02.jpeg","Stim\r02y10g14b11.jpeg",10,2,37,10,7,14,2,11,1,4,0,0,1,1,0,1.798,1.461,0,0,1,"grøn","37_40","37_1","40_1",7,1,1,NA,"Agree",NA,NA,NA
"3646","37","40","Male","Female",21,26,"Stim\r17y12g19b18.jpeg","Stim\r11y13g22b35.jpeg",17,11,12,13,19,22,18,35,-2,-3,0,0,0,0,0,2.444,1.957,0,0,1,"grøn","37_40","37_1","40_1",3,0,0,NA,"Agree",NA,NA,NA
"3647","37","40","Male","Female",21,26,"Stim\r14y10g15b15.jpeg","Stim\r03y06g12b09.jpeg",14,3,10,6,15,12,15,9,1,3,0,0,0,0,0,2.085,4.131,0,0,1,"grøn","37_40","37_1","40_1",-3,1,1,NA,"Agree",NA,NA,NA
"3648","37","40","Male","Female",21,26,"Stim\r19y10g06b15.jpeg","Stim\r11y14g08b23.jpeg",19,11,10,14,6,8,15,23,-2,1,0,-1,0,1,0,1.955,5.068,0,2.182,1,"grøn","37_40","37_1","40_1",2,1,0,0,"Right_lead","Female","Male","surrender"
"3649","37","40","Male","Female",21,26,"Stim\r06y36g16b14.jpeg","Stim\r08y12g20b03.jpeg",6,8,36,12,16,20,14,3,-1,3,1,0,0,1,1,1.772,1.318,1.773,0,1,"grøn","37_40","37_1","40_1",4,1,0,1,"Left_lead","Male","Female","surrender"
"3650","37","40","Male","Female",21,26,"Stim\r16y21g04b04.jpeg","Stim\r20y14g02b19.jpeg",16,20,21,14,4,2,4,19,-1,-1,0,0,1,1,0,0.716,4.79,0,0,1,"grøn","37_40","37_1","40_1",-2,0,0,NA,"Agree",NA,NA,NA
"3651","37","40","Male","Female",21,26,"Stim\r13y21g23b09.jpeg","Stim\r11y13g22b35.jpeg",13,11,21,13,23,22,9,35,2,-2,0,1,0,1,0,3.854,2.133,0,7.966,1,"grøn","37_40","37_1","40_1",-1,0,1,1,"Right_lead","Female","Male","surrender"
"3652","37","40","Male","Female",21,26,"Stim\r13y33g08b23.jpeg","Stim\r16y09g06b10.jpeg",13,16,33,9,8,6,23,10,2,-2,0,-1,0,1,1,1.854,2.951,0,3.685,1,"grøn","37_40","37_1","40_1",-2,0,1,0,"Right_lead","Female","Male","stick"
"3653","37","40","Male","Female",21,26,"Stim\r21y01g04b27.jpeg","Stim\r19y10g06b15.jpeg",21,19,1,10,4,6,27,15,2,3,0,0,1,1,0,1.196,2.511,0,0,1,"grøn","37_40","37_1","40_1",2,1,1,NA,"Agree",NA,NA,NA
"3654","37","40","Male","Female",21,26,"Stim\r09y17g32b21.jpeg","Stim\r05y40g33b16.jpeg",9,5,17,40,32,33,21,16,-2,3,-1,0,0,1,0,1.219,2.582,3.945,0,1,"grøn","37_40","37_1","40_1",1,1,0,0,"Left_lead","Male","Female","stick"
"3655","37","40","Male","Female",21,26,"Stim\r07y06g08b05.jpeg","Stim\r17y22g16b15.jpeg",7,17,6,22,8,16,5,15,2,4,0,0,1,1,0,1.133,1.778,0,0,1,"grøn","37_40","37_1","40_1",8,1,1,NA,"Agree",NA,NA,NA
"3656","37","40","Male","Female",21,26,"Stim\r18y19g14b27.jpeg","Stim\r15y16g12b03.jpeg",18,15,19,16,14,12,27,3,2,-2,-1,0,0,1,1,1.23,3.077,2.243,0,1,"grøn","37_40","37_1","40_1",-2,0,1,0,"Left_lead","Male","Female","surrender"
"3657","37","40","Male","Female",21,26,"Stim\r11y13g22b35.jpeg","Stim\r09y06g26b32.jpeg",11,9,13,6,22,26,35,32,2,4,0,0,1,1,0,1.013,1.543,0,0,1,"grøn","37_40","37_1","40_1",4,1,1,NA,"Agree",NA,NA,NA
"3658","37","40","Male","Female",21,26,"Stim\r17y20g40b07.jpeg","Stim\r20y04g39b23.jpeg",17,20,20,4,40,39,7,23,2,4,0,0,0,0,0,1.013,1.459,0,0,1,"grøn","37_40","37_1","40_1",-1,1,1,NA,"Agree",NA,NA,NA
"3659","37","40","Male","Female",21,26,"Stim\r05y09g02b34.jpeg","Stim\r01y27g01b01.jpeg",5,1,9,27,2,1,34,1,-1,-1,0,0,1,1,0,3.072,3.452,0,0,1,"grøn","37_40","37_1","40_1",-1,0,0,NA,"Agree",NA,NA,NA
"3660","37","40","Male","Female",21,26,"Stim\r22y35g09b11.jpeg","Stim\r09y02g05b02.jpeg",22,9,35,2,9,5,11,2,-2,2,1,0,1,0,0,1.884,1.863,4.36,0,1,"grøn","37_40","37_1","40_1",-4,1,0,1,"Left_lead","Male","Female","surrender"
"3661","37","40","Male","Female",21,26,"Stim\r15y05g12b10.jpeg","Stim\r02y10g14b11.jpeg",15,2,5,10,12,14,10,11,1,4,0,0,1,1,0,0.888,2.084,0,0,1,"grøn","37_40","37_1","40_1",2,1,1,NA,"Agree",NA,NA,NA
"3662","37","40","Male","Female",21,26,"Stim\r11y10g06b19.jpeg","Stim\r14y12g04b29.jpeg",11,14,10,12,6,4,19,29,-2,-1,0,0,1,1,0,1.833,1.697,0,0,1,"grøn","37_40","37_1","40_1",-2,0,0,NA,"Agree",NA,NA,NA
"3663","37","40","Male","Female",21,26,"Stim\r01y27g01b01.jpeg","Stim\r14y12g04b29.jpeg",1,14,27,12,1,4,1,29,2,3,0,0,1,1,0,1.156,2.969,0,0,1,"grøn","37_40","37_1","40_1",3,1,1,NA,"Agree",NA,NA,NA
"3664","37","40","Male","Female",21,26,"Stim\r06y19g29b08.jpeg","Stim\r18y13g28b06.jpeg",6,18,19,13,29,28,8,6,-2,4,1,0,1,0,0,3.023,2.47,1.729,0,1,"grøn","37_40","37_1","40_1",-1,1,0,1,"Left_lead","Male","Female","surrender"
"3665","37","40","Male","Female",21,26,"Stim\r17y11g38b07.jpeg","Stim\r12y09g30b18.jpeg",17,12,11,9,38,30,7,18,3,4,0,0,0,0,0,1.36,1.705,0,0,1,"grøn","37_40","37_1","40_1",-8,1,1,NA,"Agree",NA,NA,NA
"3666","37","40","Male","Female",21,26,"Stim\r14y20g16b10.jpeg","Stim\r07y06g08b05.jpeg",14,7,20,6,16,8,10,5,-2,2,-1,0,1,0,1,1.067,1.63,1.179,0,1,"grøn","37_40","37_1","40_1",-8,1,0,0,"Left_lead","Male","Female","stick"
"3667","37","40","Male","Female",21,26,"Stim\r08y23g10b29.jpeg","Stim\r12y07g07b17.jpeg",8,12,23,7,10,7,29,17,1,-1,1,0,0,1,0,5.134,2.23,3.648,0,1,"grøn","37_40","37_1","40_1",-3,0,1,1,"Left_lead","Male","Female","stick"
"3668","38","39","Female","Male",22,24,"Stim\r15y17g24b30.jpeg","Stim\r17y07g07b24.jpeg",15,17,17,7,24,7,30,24,2,4,0,0,1,1,0,2.95,3.36,0,0,1,"rød","38_39","38_1","39_1",2,1,1,NA,"Agree",NA,NA,NA
"3669","38","39","Female","Male",22,24,"Stim\r17y07g07b24.jpeg","Stim\r16y09g06b10.jpeg",17,16,7,9,7,6,24,10,-2,-3,0,0,1,1,0,1.627,4.84,0,0,1,"rød","38_39","38_1","39_1",-1,0,0,NA,"Agree",NA,NA,NA
"3670","38","39","Female","Male",22,24,"Stim\r14y10g15b15.jpeg","Stim\r11y14g08b23.jpeg",14,11,10,14,15,8,15,23,-1,-4,0,0,1,1,0,1.832,2.845,0,0,1,"rød","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3671","38","39","Female","Male",22,24,"Stim\r10y13g07b36.jpeg","Stim\r12y07g07b17.jpeg",10,12,13,7,7,7,36,17,2,-4,0,-1,1,0,0,2.478,2.689,0,6.572,1,"rød","38_39","38_1","39_1",2,0,1,0,"Right_lead","Male","Female","stick"
"3672","38","39","Female","Male",22,24,"Stim\r16y21g04b04.jpeg","Stim\r15y16g12b03.jpeg",16,15,21,16,4,12,4,3,2,3,0,0,0,0,0,3.317,3.643,0,0,1,"rød","38_39","38_1","39_1",-1,1,1,NA,"Agree",NA,NA,NA
"3673","38","39","Female","Male",22,24,"Stim\r19y15g35b05.jpeg","Stim\r15y17g24b30.jpeg",19,15,15,17,35,24,5,30,-2,-4,0,0,1,1,0,2.126,1.722,0,0,1,"rød","38_39","38_1","39_1",-4,0,0,NA,"Agree",NA,NA,NA
"3674","38","39","Female","Male",22,24,"Stim\r12y09g30b18.jpeg","Stim\r14y20g16b10.jpeg",12,14,9,20,30,16,18,10,1,3,0,0,1,1,0,3.124,5.92,0,0,1,"rød","38_39","38_1","39_1",2,1,1,NA,"Agree",NA,NA,NA
"3675","38","39","Female","Male",22,24,"Stim\r19y10g06b15.jpeg","Stim\r20y14g02b19.jpeg",19,20,10,14,6,2,15,19,2,4,0,0,1,1,0,3.181,2.578,0,0,1,"rød","38_39","38_1","39_1",1,1,1,NA,"Agree",NA,NA,NA
"3676","38","39","Female","Male",22,24,"Stim\r11y10g06b19.jpeg","Stim\r08y09g09b11.jpeg",11,8,10,9,6,9,19,11,-1,3,0,1,1,0,0,3.051,3.312,0,6.508,1,"rød","38_39","38_1","39_1",-3,1,0,1,"Right_lead","Male","Female","stick"
"3677","38","39","Female","Male",22,24,"Stim\r13y33g08b23.jpeg","Stim\r10y27g22b14.jpeg",13,10,33,27,8,22,23,14,-1,-2,0,0,1,1,0,3.057,2.884,0,0,1,"rød","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3678","38","39","Female","Male",22,24,"Stim\r03y03g02b05.jpeg","Stim\r06y14g31b25.jpeg",3,6,3,14,2,31,5,25,2,2,0,0,1,1,0,2.442,2.519,0,0,1,"rød","38_39","38_1","39_1",3,1,1,NA,"Agree",NA,NA,NA
"3679","38","39","Female","Male",22,24,"Stim\r09y02g05b02.jpeg","Stim\r11y13g22b35.jpeg",9,11,2,13,5,22,2,35,1,3,0,0,1,1,0,1.66,2.937,0,0,1,"rød","38_39","38_1","39_1",2,1,1,NA,"Agree",NA,NA,NA
"3680","38","39","Female","Male",22,24,"Stim\r12y07g07b17.jpeg","Stim\r14y12g04b29.jpeg",12,14,7,12,7,4,17,29,-2,-1,0,0,0,0,0,1.461,1.622,0,0,1,"rød","38_39","38_1","39_1",2,0,0,NA,"Agree",NA,NA,NA
"3681","38","39","Female","Male",22,24,"Stim\r12y07g16b25.jpeg","Stim\r09y15g18b07.jpeg",12,9,7,15,16,18,25,7,-1,-2,0,0,1,1,0,1.187,1.732,0,0,1,"rød","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3682","38","39","Female","Male",22,24,"Stim\r15y16g12b03.jpeg","Stim\r22y35g09b11.jpeg",15,22,16,35,12,9,3,11,3,4,0,0,1,1,0,1.888,1.433,0,0,1,"rød","38_39","38_1","39_1",7,1,1,NA,"Agree",NA,NA,NA
"3683","38","39","Female","Male",22,24,"Stim\r02y10g14b11.jpeg","Stim\r03y11g01b26.jpeg",2,3,10,11,14,1,11,26,-1,-3,0,0,0,0,0,2.682,2.031,0,0,1,"rød","38_39","38_1","39_1",1,0,0,NA,"Agree",NA,NA,NA
"3684","38","39","Female","Male",22,24,"Stim\r06y19g29b08.jpeg","Stim\r08y09g09b11.jpeg",6,8,19,9,29,9,8,11,2,4,0,0,1,1,0,1.448,2.179,0,0,1,"rød","38_39","38_1","39_1",2,1,1,NA,"Agree",NA,NA,NA
"3685","38","39","Female","Male",22,24,"Stim\r17y22g16b15.jpeg","Stim\r21y24g16b04.jpeg",17,21,22,24,16,16,15,4,2,4,0,0,1,1,0,1.178,2.342,0,0,1,"rød","38_39","38_1","39_1",4,1,1,NA,"Agree",NA,NA,NA
"3686","38","39","Female","Male",22,24,"Stim\r05y28g23b30.jpeg","Stim\r03y11g01b26.jpeg",5,3,28,11,23,1,30,26,-2,-2,0,0,1,1,0,2.96,3.089,0,0,1,"rød","38_39","38_1","39_1",-2,0,0,NA,"Agree",NA,NA,NA
"3687","38","39","Female","Male",22,24,"Stim\r07y14g27b22.jpeg","Stim\r10y07g11b10.jpeg",7,10,14,7,27,11,22,10,3,4,0,0,1,1,0,1.486,1.613,0,0,1,"rød","38_39","38_1","39_1",3,1,1,NA,"Agree",NA,NA,NA
"3688","38","39","Female","Male",22,24,"Stim\r05y09g02b34.jpeg","Stim\r09y07g06b09.jpeg",5,9,9,7,2,6,34,9,2,4,0,0,1,1,0,2.498,1.944,0,0,1,"rød","38_39","38_1","39_1",4,1,1,NA,"Agree",NA,NA,NA
"3689","38","39","Female","Male",22,24,"Stim\r07y06g08b05.jpeg","Stim\r05y28g23b30.jpeg",7,5,6,28,8,23,5,30,-2,-4,0,0,1,1,0,1.832,2.158,0,0,1,"rød","38_39","38_1","39_1",-2,0,0,NA,"Agree",NA,NA,NA
"3690","38","39","Female","Male",22,24,"Stim\r17y20g40b07.jpeg","Stim\r15y05g12b10.jpeg",17,15,20,5,40,12,7,10,-2,4,1,0,1,0,0,1.202,2.565,5.224,0,1,"rød","38_39","38_1","39_1",-2,1,0,1,"Left_lead","Female","Male","surrender"
"3691","38","39","Female","Male",22,24,"Stim\r22y23g20b06.jpeg","Stim\r14y08g21b39.jpeg",22,14,23,8,20,21,6,39,-3,-4,0,0,1,1,0,1.745,2.221,0,0,1,"rød","38_39","38_1","39_1",-8,0,0,NA,"Agree",NA,NA,NA
"3692","38","39","Female","Male",22,24,"Stim\r10y07g11b10.jpeg","Stim\r11y26g25b38.jpeg",10,11,7,26,11,25,10,38,-2,-4,0,0,0,0,0,1.267,1.898,0,0,1,"rød","38_39","38_1","39_1",1,0,0,NA,"Agree",NA,NA,NA
"3693","38","39","Female","Male",22,24,"Stim\r13y24g05b28.jpeg","Stim\r03y11g01b26.jpeg",13,3,24,11,5,1,28,26,2,-4,0,-1,0,1,1,1.313,2.091,0,7.095,1,"blå","38_39","38_1","39_1",-2,0,1,0,"Right_lead","Male","Female","stick"
"3694","38","39","Female","Male",22,24,"Stim\r18y19g14b27.jpeg","Stim\r11y13g22b35.jpeg",18,11,19,13,14,22,27,35,1,-1,0,1,1,0,1,4.488,4.801,0,10.304,1,"blå","38_39","38_1","39_1",8,0,1,1,"Right_lead","Male","Female","surrender"
"3695","38","39","Female","Male",22,24,"Stim\r17y20g40b07.jpeg","Stim\r16y21g04b04.jpeg",17,16,20,21,40,4,7,4,-2,-3,0,0,1,1,0,1.417,1.897,0,0,1,"blå","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3696","38","39","Female","Male",22,24,"Stim\r09y15g18b07.jpeg","Stim\r21y24g16b04.jpeg",9,21,15,24,18,16,7,4,-2,-2,0,0,1,1,0,1.239,2.069,0,0,1,"blå","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3697","38","39","Female","Male",22,24,"Stim\r19y15g35b05.jpeg","Stim\r08y09g09b11.jpeg",19,8,15,9,35,9,5,11,-2,4,0,1,0,1,1,1.637,1.434,0,3.384,1,"blå","38_39","38_1","39_1",6,1,0,1,"Right_lead","Male","Female","stick"
"3698","38","39","Female","Male",22,24,"Stim\r06y19g29b08.jpeg","Stim\r03y03g02b05.jpeg",6,3,19,3,29,2,8,5,-2,2,-1,0,1,0,1,2.818,2.095,2.366,0,1,"blå","38_39","38_1","39_1",-3,1,0,0,"Left_lead","Female","Male","stick"
"3699","38","39","Female","Male",22,24,"Stim\r10y07g11b10.jpeg","Stim\r13y21g23b09.jpeg",10,13,7,21,11,23,10,9,-2,2,-1,0,1,0,1,1.069,2.248,2.671,0,1,"blå","38_39","38_1","39_1",-1,1,0,0,"Left_lead","Female","Male","stick"
"3700","38","39","Female","Male",22,24,"Stim\r14y08g21b39.jpeg","Stim\r09y06g26b32.jpeg",14,9,8,6,21,26,39,32,-1,4,0,1,1,0,0,1.539,2.349,0,2.624,1,"blå","38_39","38_1","39_1",-7,1,0,1,"Right_lead","Male","Female","stick"
"3701","38","39","Female","Male",22,24,"Stim\r15y16g12b03.jpeg","Stim\r10y37g07b02.jpeg",15,10,16,37,12,7,3,2,-2,-2,0,0,1,1,0,2.336,1.748,0,0,1,"blå","38_39","38_1","39_1",-1,0,0,NA,"Agree",NA,NA,NA
"3702","38","39","Female","Male",22,24,"Stim\r05y09g02b34.jpeg","Stim\r18y19g14b27.jpeg",5,18,9,19,2,14,34,27,-2,-4,0,0,1,1,0,1.074,1.752,0,0,1,"blå","38_39","38_1","39_1",-7,0,0,NA,"Agree",NA,NA,NA
"3703","38","39","Female","Male",22,24,"Stim\r01y27g01b01.jpeg","Stim\r08y12g20b03.jpeg",1,8,27,12,1,20,1,3,-2,3,1,0,0,1,1,3.667,3.364,4.361,0,1,"blå","38_39","38_1","39_1",2,1,0,1,"Left_lead","Female","Male","surrender"
"3704","38","39","Female","Male",22,24,"Stim\r17y07g07b24.jpeg","Stim\r20y04g39b23.jpeg",17,20,7,4,7,39,24,23,-3,-4,0,0,1,1,0,1.44,1.883,0,0,1,"blå","38_39","38_1","39_1",-1,0,0,NA,"Agree",NA,NA,NA
"3705","38","39","Female","Male",22,24,"Stim\r07y14g27b22.jpeg","Stim\r11y10g06b19.jpeg",7,11,14,10,27,6,22,19,-2,-4,0,0,1,1,0,1.263,1.861,0,0,1,"blå","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3706","38","39","Female","Male",22,24,"Stim\r09y17g32b21.jpeg","Stim\r12y07g16b25.jpeg",9,12,17,7,32,16,21,25,2,-2,0,-1,1,0,0,1.133,1.809,0,8.579,1,"blå","38_39","38_1","39_1",4,0,1,0,"Right_lead","Male","Female","stick"
"3707","38","39","Female","Male",22,24,"Stim\r12y12g14b26.jpeg","Stim\r15y17g24b30.jpeg",12,15,12,17,14,24,26,30,-2,1,-1,0,0,1,0,1.221,2.785,3.225,0,1,"blå","38_39","38_1","39_1",4,1,0,0,"Left_lead","Female","Male","stick"
"3708","38","39","Female","Male",22,24,"Stim\r14y12g04b29.jpeg","Stim\r12y12g14b26.jpeg",14,12,12,12,4,14,29,26,-2,-3,0,0,1,1,0,1.596,3.008,0,0,1,"blå","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3709","38","39","Female","Male",22,24,"Stim\r06y36g16b14.jpeg","Stim\r05y40g33b16.jpeg",6,5,36,40,16,33,14,16,-2,3,1,0,0,1,1,1.45,1.829,7.375,0,1,"blå","38_39","38_1","39_1",2,1,0,1,"Left_lead","Female","Male","surrender"
"3710","38","39","Female","Male",22,24,"Stim\r16y21g04b04.jpeg","Stim\r02y10g14b11.jpeg",16,2,21,10,4,14,4,11,-1,4,0,1,0,1,1,2.581,1.644,0,1.613,1,"blå","38_39","38_1","39_1",7,1,0,1,"Right_lead","Male","Female","stick"
"3711","38","39","Female","Male",22,24,"Stim\r02y19g24b04.jpeg","Stim\r18y13g28b06.jpeg",2,18,19,13,24,28,4,6,1,1,0,0,1,1,0,2.222,3.084,0,0,1,"blå","38_39","38_1","39_1",2,1,1,NA,"Agree",NA,NA,NA
"3712","38","39","Female","Male",22,24,"Stim\r20y04g39b23.jpeg","Stim\r20y14g02b19.jpeg",20,20,4,14,39,2,23,19,-2,2,0,1,1,0,0,1.445,2.455,0,6.38,1,"blå","38_39","38_1","39_1",-4,1,0,1,"Right_lead","Male","Female","stick"
"3713","38","39","Female","Male",22,24,"Stim\r12y07g16b25.jpeg","Stim\r20y04g39b23.jpeg",12,20,7,4,16,39,25,23,-2,-3,0,0,1,1,0,1.358,1.739,0,0,1,"blå","38_39","38_1","39_1",-2,0,0,NA,"Agree",NA,NA,NA
"3714","38","39","Female","Male",22,24,"Stim\r22y35g09b11.jpeg","Stim\r14y10g15b15.jpeg",22,14,35,10,9,15,11,15,1,2,0,0,1,1,0,1.486,1.333,0,0,1,"blå","38_39","38_1","39_1",4,1,1,NA,"Agree",NA,NA,NA
"3715","38","39","Female","Male",22,24,"Stim\r03y06g12b09.jpeg","Stim\r07y02g03b06.jpeg",3,7,6,2,12,3,9,6,-2,-3,0,0,1,1,0,1.28,1.542,0,0,1,"blå","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3716","38","39","Female","Male",22,24,"Stim\r21y01g04b27.jpeg","Stim\r14y12g04b29.jpeg",21,14,1,12,4,4,27,29,3,4,0,0,1,1,0,1.746,1.626,0,0,1,"blå","38_39","38_1","39_1",2,1,1,NA,"Agree",NA,NA,NA
"3717","38","39","Female","Male",22,24,"Stim\r10y27g22b14.jpeg","Stim\r02y19g24b04.jpeg",10,2,27,19,22,24,14,4,-2,-3,0,0,1,1,0,1.159,1.237,0,0,1,"gul","38_39","38_1","39_1",-8,0,0,NA,"Agree",NA,NA,NA
"3718","38","39","Female","Male",22,24,"Stim\r02y19g24b04.jpeg","Stim\r11y13g22b35.jpeg",2,11,19,13,24,22,4,35,-2,-3,0,0,1,1,0,1.172,1.92,0,0,1,"gul","38_39","38_1","39_1",-6,0,0,NA,"Agree",NA,NA,NA
"3719","38","39","Female","Male",22,24,"Stim\r17y20g40b07.jpeg","Stim\r08y23g10b29.jpeg",17,8,20,23,40,10,7,29,-2,-2,0,0,0,0,0,1.496,2.74,0,0,1,"gul","38_39","38_1","39_1",3,0,0,NA,"Agree",NA,NA,NA
"3720","38","39","Female","Male",22,24,"Stim\r14y08g21b39.jpeg","Stim\r08y09g09b11.jpeg",14,8,8,9,21,9,39,11,2,3,0,0,1,1,0,1.553,1.262,0,0,1,"gul","38_39","38_1","39_1",1,1,1,NA,"Agree",NA,NA,NA
"3721","38","39","Female","Male",22,24,"Stim\r12y07g16b25.jpeg","Stim\r03y06g12b09.jpeg",12,3,7,6,16,12,25,9,-2,-2,0,0,1,1,0,1.156,1.169,0,0,1,"gul","38_39","38_1","39_1",-1,0,0,NA,"Agree",NA,NA,NA
"3722","38","39","Female","Male",22,24,"Stim\r13y24g05b28.jpeg","Stim\r22y23g20b06.jpeg",13,22,24,23,5,20,28,6,2,-3,-1,0,0,1,1,2.578,2.441,1.657,0,1,"gul","38_39","38_1","39_1",-1,0,1,0,"Left_lead","Female","Male","surrender"
"3723","38","39","Female","Male",22,24,"Stim\r09y06g26b32.jpeg","Stim\r21y03g15b37.jpeg",9,21,6,3,26,15,32,37,-2,-2,0,0,1,1,0,1.099,2.079,0,0,1,"gul","38_39","38_1","39_1",-3,0,0,NA,"Agree",NA,NA,NA
"3724","38","39","Female","Male",22,24,"Stim\r13y33g08b23.jpeg","Stim\r10y27g22b14.jpeg",13,10,33,27,8,22,23,14,-2,-2,0,0,1,1,0,1.023,5.803,0,0,1,"gul","38_39","38_1","39_1",-6,0,0,NA,"Agree",NA,NA,NA
"3725","38","39","Female","Male",22,24,"Stim\r13y21g23b09.jpeg","Stim\r10y27g22b14.jpeg",13,10,21,27,23,22,9,14,2,1,0,0,1,1,0,1.207,3.953,0,0,1,"gul","38_39","38_1","39_1",6,1,1,NA,"Agree",NA,NA,NA
"3726","38","39","Female","Male",22,24,"Stim\r01y27g01b01.jpeg","Stim\r21y31g06b08.jpeg",1,21,27,31,1,6,1,8,-3,-4,0,0,0,0,0,1.515,1.712,0,0,1,"gul","38_39","38_1","39_1",4,0,0,NA,"Agree",NA,NA,NA
"3727","38","39","Female","Male",22,24,"Stim\r10y13g07b36.jpeg","Stim\r20y14g02b19.jpeg",10,20,13,14,7,2,36,19,-2,-4,0,0,0,0,0,2.604,4.061,0,0,1,"gul","38_39","38_1","39_1",1,0,0,NA,"Agree",NA,NA,NA
"3728","38","39","Female","Male",22,24,"Stim\r15y16g12b03.jpeg","Stim\r19y15g35b05.jpeg",15,19,16,15,12,35,3,5,-3,-3,0,0,1,1,0,1.719,2.797,0,0,1,"gul","38_39","38_1","39_1",-1,0,0,NA,"Agree",NA,NA,NA
"3729","38","39","Female","Male",22,24,"Stim\r15y05g12b10.jpeg","Stim\r09y06g26b32.jpeg",15,9,5,6,12,26,10,32,-1,-2,0,0,0,0,0,1.205,3.283,0,0,1,"gul","38_39","38_1","39_1",1,0,0,NA,"Agree",NA,NA,NA
"3730","38","39","Female","Male",22,24,"Stim\r16y09g06b10.jpeg","Stim\r17y11g38b07.jpeg",16,17,9,11,6,38,10,7,2,2,0,0,1,1,0,1.103,1.981,0,0,1,"gul","38_39","38_1","39_1",2,1,1,NA,"Agree",NA,NA,NA
"3731","38","39","Female","Male",22,24,"Stim\r08y23g10b29.jpeg","Stim\r11y26g25b38.jpeg",8,11,23,26,10,25,29,38,-2,-3,0,0,0,0,0,1.766,1.677,0,0,1,"gul","38_39","38_1","39_1",3,0,0,NA,"Agree",NA,NA,NA
"3732","38","39","Female","Male",22,24,"Stim\r21y03g15b37.jpeg","Stim\r08y09g09b11.jpeg",21,8,3,9,15,9,37,11,2,4,0,0,1,1,0,1.155,1.35,0,0,1,"gul","38_39","38_1","39_1",6,1,1,NA,"Agree",NA,NA,NA
"3733","38","39","Female","Male",22,24,"Stim\r03y11g01b26.jpeg","Stim\r05y09g02b34.jpeg",3,5,11,9,1,2,26,34,-2,-4,0,0,1,1,0,1.377,1.637,0,0,1,"gul","38_39","38_1","39_1",-2,0,0,NA,"Agree",NA,NA,NA
"3734","38","39","Female","Male",22,24,"Stim\r17y12g19b18.jpeg","Stim\r03y03g02b05.jpeg",17,3,12,3,19,2,18,5,-3,-4,0,0,1,1,0,1.349,1.331,0,0,1,"gul","38_39","38_1","39_1",-9,0,0,NA,"Agree",NA,NA,NA
"3735","38","39","Female","Male",22,24,"Stim\r04y39g24b15.jpeg","Stim\r10y37g07b02.jpeg",4,10,39,37,24,7,15,2,-2,4,1,0,1,0,0,2.16,1.839,4.071,0,1,"gul","38_39","38_1","39_1",-2,1,0,1,"Left_lead","Female","Male","surrender"
